country,year,LaborRightsPos,LawPos,PracticePos,ccode
Afghanistan,1985,34,27,26,700
Afghanistan,1986,32,25,26,700
Afghanistan,1987,32,25,26,700
Afghanistan,1988,29,25,23,700
Afghanistan,1989,30.5,25,24.5,700
Afghanistan,1990,32,25.5,25.5,700
Afghanistan,1991,34,27,26,700
Afghanistan,1992,25.5,28.5,16,700
Afghanistan,1993,27,28.5,17.5,700
Afghanistan,1994,37,28.5,27.5,700
Afghanistan,1995,25,28.5,15.5,700
Afghanistan,1996,27,28.5,17.5,700
Afghanistan,1997,32.5,28.5,23,700
Afghanistan,1998,34,28.5,24.5,700
Afghanistan,1999,35.5,28.5,26,700
Afghanistan,2000,22.5,28.5,13,700
Afghanistan,2001,35.5,28.5,26,700
Afghanistan,2002,35.5,28.5,26,700
Albania,1985,34,27,26,339
Albania,1986,34,27,26,339
Albania,1987,34,27,26,339
Albania,1988,30.5,23.5,26,339
Albania,1989,18.5,15,22.5,339
Albania,1990,23.5,15,27.5,339
Albania,1991,28.5,25.5,22,339
Albania,1992,29,27,21,339
Albania,1993,34,28.5,24.5,339
Albania,1994,35.5,28.5,26,339
Albania,1995,37,28.5,27.5,339
Albania,1996,28.75,26.75,21,339
Albania,1997,31.75,23.25,27.5,339
Albania,1998,28.25,24.75,22.5,339
Albania,1999,33.75,26.75,26,339
Albania,2000,30.75,25.25,24.5,339
Albania,2001,32.25,25.25,26,339
Albania,2002,30.75,25.25,24.5,339
Algeria,1985,30.5,23.5,26,615
Algeria,1986,27,22,24,615
Algeria,1987,28.5,23.5,24,615
Algeria,1988,29,22,26,615
Algeria,1989,29.5,25.5,23,615
Algeria,1990,24.5,22.5,21,615
Algeria,1991,31,25.5,24.5,615
Algeria,1992,28.5,27,20.5,615
Algeria,1993,32.5,27,24.5,615
Algeria,1994,26,28.5,16.5,615
Algeria,1995,27.5,24,22.5,615
Algeria,1996,20.5,22.5,17,615
Algeria,1997,22.5,22.5,19,615
Algeria,1998,26,25.5,19.5,615
Algeria,1999,27.5,24,22.5,615
Algeria,2000,24,22.5,20.5,615
Algeria,2001,21,22.5,17.5,615
Algeria,2002,17.5,21,15.5,615
Andorra,1985,,,,232
Andorra,1986,,,,232
Andorra,1987,,,,232
Andorra,1988,,,,232
Andorra,1989,,,,232
Andorra,1990,,,,232
Andorra,1991,37,28.5,27.5,232
Andorra,1992,37,28.5,27.5,232
Andorra,1993,32.5,27,24.5,232
Andorra,1994,34,28.5,24.5,232
Andorra,1995,32.5,28.5,23,232
Andorra,1996,34,28.5,24.5,232
Andorra,1997,34,28.5,24.5,232
Andorra,1998,35.5,28.5,26,232
Andorra,1999,35.5,28.5,26,232
Andorra,2000,32.5,27,24.5,232
Andorra,2001,31,28.5,21.5,232
Andorra,2002,32.5,28.5,23,232
Angola,1985,31.5,25,25.5,540
Angola,1986,33.5,25,27.5,540
Angola,1987,33.5,25,27.5,540
Angola,1988,22,15,26,540
Angola,1989,22,15,26,540
Angola,1990,23.5,15,27.5,540
Angola,1991,32.5,25.5,26,540
Angola,1992,34,28.5,24.5,540
Angola,1993,34,27,26,540
Angola,1994,34,28.5,24.5,540
Angola,1995,20.5,17,22.5,540
Angola,1996,32,28.5,22.5,540
Angola,1997,30.5,27,22.5,540
Angola,1998,32.5,28.5,23,540
Angola,1999,31,28.5,21.5,540
Angola,2000,24,27,16,540
Angola,2001,23.5,24,18.5,540
Angola,2002,26.5,25.5,20,540
Antigua and Barbuda,1985,35.5,28.5,26,58
Antigua and Barbuda,1986,34,28.5,24.5,58
Antigua and Barbuda,1987,35.5,28.5,26,58
Antigua and Barbuda,1988,35.5,28.5,26,58
Antigua and Barbuda,1989,32,27,24,58
Antigua and Barbuda,1990,35.5,28.5,26,58
Antigua and Barbuda,1991,34,27,26,58
Antigua and Barbuda,1992,34,27,26,58
Antigua and Barbuda,1993,34,27,26,58
Antigua and Barbuda,1994,35.5,28.5,26,58
Antigua and Barbuda,1995,35.5,28.5,26,58
Antigua and Barbuda,1996,35.5,28.5,26,58
Antigua and Barbuda,1997,34,27,26,58
Antigua and Barbuda,1998,35.5,27,27.5,58
Antigua and Barbuda,1999,34,27,26,58
Antigua and Barbuda,2000,34,27,26,58
Antigua and Barbuda,2001,32.5,25.5,26,58
Antigua and Barbuda,2002,37,28.5,27.5,58
Argentina,1985,25,16.5,27.5,160
Argentina,1986,37,28.5,27.5,160
Argentina,1987,35.5,28.5,26,160
Argentina,1988,34,27,26,160
Argentina,1989,20.75,22.25,17.5,160
Argentina,1990,34,27,26,160
Argentina,1991,26.5,21,24.5,160
Argentina,1992,29.5,25.5,23,160
Argentina,1993,23,24,18,160
Argentina,1994,23.75,23.75,19,160
Argentina,1995,29.5,27,21.5,160
Argentina,1996,20.25,20.75,18.5,160
Argentina,1997,18.75,20.75,17,160
Argentina,1998,20.75,20.75,19,160
Argentina,1999,27.5,24,22.5,160
Argentina,2000,23.5,25.5,17,160
Argentina,2001,18.5,25.5,12,160
Argentina,2002,21.25,23.75,16.5,160
Armenia,1985,35.5,28.5,26,371
Armenia,1986,20.5,15,24.5,371
Armenia,1987,16.5,15,20.5,371
Armenia,1988,21,17,23,371
Armenia,1989,29.5,24,24.5,371
Armenia,1990,31,27,23,371
Armenia,1991,23.5,23.5,19,371
Armenia,1992,25.5,18.5,26,371
Armenia,1993,34,28.5,24.5,371
Armenia,1994,34,28.5,24.5,371
Armenia,1995,33.5,26.5,26,371
Armenia,1996,35.5,28.5,26,371
Armenia,1997,35.5,28.5,26,371
Armenia,1998,34,28.5,24.5,371
Armenia,1999,35.5,28.5,26,371
Armenia,2000,35.5,28.5,26,371
Armenia,2001,32.5,28.5,23,371
Armenia,2002,35.5,28.5,26,371
Australia,1985,35.5,28.5,26,900
Australia,1986,35.5,28.5,26,900
Australia,1987,35.5,28.5,26,900
Australia,1988,37,28.5,27.5,900
Australia,1989,35.5,28.5,26,900
Australia,1990,35.5,27,27.5,900
Australia,1991,35,26.5,27.5,900
Australia,1992,32.5,28.5,23,900
Australia,1993,32.5,28.5,23,900
Australia,1994,34,27,26,900
Australia,1995,34,28.5,24.5,900
Australia,1996,32.25,26.75,24.5,900
Australia,1997,31,25.5,24.5,900
Australia,1998,29.5,28.5,20,900
Australia,1999,26,27,18,900
Australia,2000,29,27,21,900
Australia,2001,27.5,27,19.5,900
Australia,2002,29,27,21,900
Austria,1985,37,28.5,27.5,305
Austria,1986,37,28.5,27.5,305
Austria,1987,37,28.5,27.5,305
Austria,1988,37,28.5,27.5,305
Austria,1989,34,28.5,24.5,305
Austria,1990,37,28.5,27.5,305
Austria,1991,35.5,28.5,26,305
Austria,1992,35.5,28.5,26,305
Austria,1993,37,28.5,27.5,305
Austria,1994,35.5,28.5,26,305
Austria,1995,37,28.5,27.5,305
Austria,1996,34,28.5,24.5,305
Austria,1997,34,27,26,305
Austria,1998,35.5,27,27.5,305
Austria,1999,31,27,23,305
Austria,2000,34,28.5,24.5,305
Austria,2001,35.5,28.5,26,305
Austria,2002,34,27,26,305
Azerbaijan,1985,15.5,14,20.5,373
Azerbaijan,1986,20.5,15,24.5,373
Azerbaijan,1987,16.5,15,20.5,373
Azerbaijan,1988,21,17,23,373
Azerbaijan,1989,29.5,24,24.5,373
Azerbaijan,1990,31,27,23,373
Azerbaijan,1991,23.5,23.5,19,373
Azerbaijan,1992,34,28.5,24.5,373
Azerbaijan,1993,35.5,28.5,26,373
Azerbaijan,1994,30,28.5,20.5,373
Azerbaijan,1995,31,27,23,373
Azerbaijan,1996,19.5,15.5,23,373
Azerbaijan,1997,31,27,23,373
Azerbaijan,1998,29.5,25.5,23,373
Azerbaijan,1999,28,25.5,21.5,373
Azerbaijan,2000,26.5,25.5,20,373
Azerbaijan,2001,27.5,23.5,23,373
Azerbaijan,2002,24.5,22,21.5,373
"Bahamas, The",1985,35.5,28.5,26,31
"Bahamas, The",1986,34,28.5,24.5,31
"Bahamas, The",1987,37,28.5,27.5,31
"Bahamas, The",1988,35.5,28.5,26,31
"Bahamas, The",1989,35.5,28.5,26,31
"Bahamas, The",1990,32.5,27,24.5,31
"Bahamas, The",1991,33.5,26.5,26,31
"Bahamas, The",1992,33.5,26.5,26,31
"Bahamas, The",1993,35.5,28.5,26,31
"Bahamas, The",1994,34,27,26,31
"Bahamas, The",1995,35,26.5,27.5,31
"Bahamas, The",1996,37,28.5,27.5,31
"Bahamas, The",1997,37,28.5,27.5,31
"Bahamas, The",1998,35.5,27,27.5,31
"Bahamas, The",1999,37,28.5,27.5,31
"Bahamas, The",2000,33.5,26.5,26,31
"Bahamas, The",2001,30,24.5,24.5,31
"Bahamas, The",2002,31.5,24.5,26,31
Bahrain,1985,21,12.5,27.5,692
Bahrain,1986,11,2.5,27.5,692
Bahrain,1987,13,4.5,27.5,692
Bahrain,1988,18.5,13.5,24,692
Bahrain,1989,18.5,14.5,23,692
Bahrain,1990,23.5,16.5,26,692
Bahrain,1991,28.75,23.25,24.5,692
Bahrain,1992,12.5,7,24.5,692
Bahrain,1993,22,25,16,692
Bahrain,1994,30.5,26.5,23,692
Bahrain,1995,25,21.5,22.5,692
Bahrain,1996,19,15.5,22.5,692
Bahrain,1997,17,13.5,22.5,692
Bahrain,1998,19,15.5,22.5,692
Bahrain,1999,17.5,15.5,21,692
Bahrain,2000,12.5,14,17.5,692
Bahrain,2001,12,13,18,692
Bahrain,2002,26.5,21,24.5,692
Bangladesh,1985,24.25,22.25,21,771
Bangladesh,1986,19.25,18.75,19.5,771
Bangladesh,1987,26.25,23.75,21.5,771
Bangladesh,1988,24.75,23.75,20,771
Bangladesh,1989,12.25,18.75,12.5,771
Bangladesh,1990,20.75,19.75,20,771
Bangladesh,1991,15.75,18.25,16.5,771
Bangladesh,1992,16.25,19.75,15.5,771
Bangladesh,1993,16.25,19.75,15.5,771
Bangladesh,1994,15.25,16.75,17.5,771
Bangladesh,1995,10.25,15.75,13.5,771
Bangladesh,1996,13.25,19.75,12.5,771
Bangladesh,1997,4.75,8.25,15.5,771
Bangladesh,1998,9.75,16.75,12,771
Bangladesh,1999,6.75,15.25,10.5,771
Bangladesh,2000,13.25,18.25,14,771
Bangladesh,2001,9.75,18.25,10.5,771
Bangladesh,2002,15,21.5,12.5,771
Barbados,1985,37,28.5,27.5,53
Barbados,1986,35.5,28.5,26,53
Barbados,1987,37,28.5,27.5,53
Barbados,1988,35.5,28.5,26,53
Barbados,1989,35.5,28.5,26,53
Barbados,1990,32.5,25.5,26,53
Barbados,1991,34,28.5,24.5,53
Barbados,1992,35.5,28.5,26,53
Barbados,1993,35.5,28.5,26,53
Barbados,1994,35.5,27,27.5,53
Barbados,1995,37,28.5,27.5,53
Barbados,1996,34,27,26,53
Barbados,1997,35.5,28.5,26,53
Barbados,1998,32.5,28.5,23,53
Barbados,1999,34,28.5,24.5,53
Barbados,2000,35.5,28.5,26,53
Barbados,2001,34,28.5,24.5,53
Barbados,2002,35.5,28.5,26,53
Belarus,1985,15.5,14,20.5,370
Belarus,1986,20.5,15,24.5,370
Belarus,1987,16.5,15,20.5,370
Belarus,1988,21,17,23,370
Belarus,1989,29.5,24,24.5,370
Belarus,1990,31,27,23,370
Belarus,1991,23.5,23.5,19,370
Belarus,1992,25.5,28.5,16,370
Belarus,1993,25,28.5,15.5,370
Belarus,1994,24,28.5,14.5,370
Belarus,1995,18.5,25.5,12,370
Belarus,1996,23.5,25.5,17,370
Belarus,1997,15,24,10,370
Belarus,1998,22.5,24,17.5,370
Belarus,1999,20.5,25.5,14,370
Belarus,2000,17,25.5,10.5,370
Belarus,2001,16,22.5,12.5,370
Belarus,2002,16.5,21,14.5,370
Belgium,1985,34,28.5,24.5,211
Belgium,1986,35.5,28.5,26,211
Belgium,1987,35.5,28.5,26,211
Belgium,1988,35.5,28.5,26,211
Belgium,1989,35.5,28.5,26,211
Belgium,1990,37,28.5,27.5,211
Belgium,1991,35.5,28.5,26,211
Belgium,1992,37,28.5,27.5,211
Belgium,1993,35.5,28.5,26,211
Belgium,1994,35.5,28.5,26,211
Belgium,1995,34,28.5,24.5,211
Belgium,1996,34,28.5,24.5,211
Belgium,1997,34,28.5,24.5,211
Belgium,1998,32.5,27,24.5,211
Belgium,1999,32.5,27,24.5,211
Belgium,2000,32.5,27,24.5,211
Belgium,2001,32.5,28.5,23,211
Belgium,2002,32.5,28.5,23,211
Belize,1985,37,28.5,27.5,80
Belize,1986,37,28.5,27.5,80
Belize,1987,37,28.5,27.5,80
Belize,1988,34,27,26,80
Belize,1989,37,28.5,27.5,80
Belize,1990,34,28.5,24.5,80
Belize,1991,34,28.5,24.5,80
Belize,1992,34,28.5,24.5,80
Belize,1993,34,28.5,24.5,80
Belize,1994,35.5,28.5,26,80
Belize,1995,35.5,28.5,26,80
Belize,1996,34,28.5,24.5,80
Belize,1997,34,28.5,24.5,80
Belize,1998,35.5,28.5,26,80
Belize,1999,31,25.5,24.5,80
Belize,2000,29.5,25.5,23,80
Belize,2001,26,23.5,21.5,80
Belize,2002,28,25.5,21.5,80
Benin,1985,31,27,23,434
Benin,1986,32.5,27,24.5,434
Benin,1987,30.5,27,22.5,434
Benin,1988,30,26,23,434
Benin,1989,25.5,27,17.5,434
Benin,1990,35.5,28.5,26,434
Benin,1991,35,28.5,25.5,434
Benin,1992,35,28.5,25.5,434
Benin,1993,37,28.5,27.5,434
Benin,1994,33.5,28.5,24,434
Benin,1995,37,28.5,27.5,434
Benin,1996,35.5,28.5,26,434
Benin,1997,29.5,25.5,23,434
Benin,1998,30.5,25,24.5,434
Benin,1999,30.5,25,24.5,434
Benin,2000,25.5,23.5,21,434
Benin,2001,26,23.5,21.5,434
Benin,2002,22.5,22,19.5,434
Bhutan,1985,35.5,28.5,26,760
Bhutan,1986,35.5,28.5,26,760
Bhutan,1987,35.5,28.5,26,760
Bhutan,1988,35.5,28.5,26,760
Bhutan,1989,23.75,16.75,26,760
Bhutan,1990,17,8.5,27.5,760
Bhutan,1991,17,8.5,27.5,760
Bhutan,1992,17,8.5,27.5,760
Bhutan,1993,15,6.5,27.5,760
Bhutan,1994,15,6.5,27.5,760
Bhutan,1995,25,16.5,27.5,760
Bhutan,1996,25,16.5,27.5,760
Bhutan,1997,22.5,18.5,23,760
Bhutan,1998,23.5,16.5,26,760
Bhutan,1999,13.5,6.5,26,760
Bhutan,2000,23.5,16.5,26,760
Bhutan,2001,21.75,14.75,26,760
Bhutan,2002,23.5,16.5,26,760
Bolivia,1985,27.75,24.75,22,145
Bolivia,1986,31.25,26.75,23.5,145
Bolivia,1987,31.25,24.75,25.5,145
Bolivia,1988,29.75,24.75,24,145
Bolivia,1989,19.25,20.25,18,145
Bolivia,1990,28,24,23,145
Bolivia,1991,16.75,17.25,18.5,145
Bolivia,1992,19.75,20.25,18.5,145
Bolivia,1993,20.75,18.75,21,145
Bolivia,1994,27,22,24,145
Bolivia,1995,11.25,17.25,13,145
Bolivia,1996,16,20.5,14.5,145
Bolivia,1997,16,20.5,14.5,145
Bolivia,1998,16.5,20.5,15,145
Bolivia,1999,17.5,19,17.5,145
Bolivia,2000,10.25,15.75,13.5,145
Bolivia,2001,11.5,19,11.5,145
Bolivia,2002,14.25,15.75,17.5,145
Bosnia and Herzegovina,1985,35.5,28.5,26,346
Bosnia and Herzegovina,1986,35.5,28.5,26,346
Bosnia and Herzegovina,1987,35.5,28.5,26,346
Bosnia and Herzegovina,1988,34,28.5,24.5,346
Bosnia and Herzegovina,1989,35.5,27,27.5,346
Bosnia and Herzegovina,1990,27,28.5,17.5,346
Bosnia and Herzegovina,1991,17.25,25.25,11,346
Bosnia and Herzegovina,1992,24,28.5,14.5,346
Bosnia and Herzegovina,1993,37,28.5,27.5,346
Bosnia and Herzegovina,1994,35.5,28.5,26,346
Bosnia and Herzegovina,1995,37,28.5,27.5,346
Bosnia and Herzegovina,1996,37,28.5,27.5,346
Bosnia and Herzegovina,1997,37,28.5,27.5,346
Bosnia and Herzegovina,1998,35,28.5,25.5,346
Bosnia and Herzegovina,1999,37,28.5,27.5,346
Bosnia and Herzegovina,2000,32.5,27,24.5,346
Bosnia and Herzegovina,2001,28,27,20,346
Bosnia and Herzegovina,2002,29.5,25.5,23,346
Botswana,1985,30.5,25.5,24,571
Botswana,1986,32.5,25.5,26,571
Botswana,1987,30.5,25.5,24,571
Botswana,1988,31,25.5,24.5,571
Botswana,1989,24.5,23.5,20,571
Botswana,1990,32,23.5,27.5,571
Botswana,1991,26,23.5,21.5,571
Botswana,1992,29.5,22.5,26,571
Botswana,1993,27.5,20.5,26,571
Botswana,1994,30.25,21.75,27.5,571
Botswana,1995,30.5,22,27.5,571
Botswana,1996,24.25,20.75,22.5,571
Botswana,1997,24.25,20.75,22.5,571
Botswana,1998,23.75,18.75,24,571
Botswana,1999,22.75,19.25,22.5,571
Botswana,2000,24.5,19.5,24,571
Botswana,2001,20.5,18,21.5,571
Botswana,2002,20.25,16.25,23,571
Brazil,1985,24,26,17,140
Brazil,1986,26,26,19,140
Brazil,1987,24,24.5,18.5,140
Brazil,1988,20.5,24,15.5,140
Brazil,1989,18.25,20.25,17,140
Brazil,1990,29,27,21,140
Brazil,1991,26.5,27,18.5,140
Brazil,1992,24.5,27,16.5,140
Brazil,1993,28.5,27,20.5,140
Brazil,1994,22,27,14,140
Brazil,1995,22,25.5,15.5,140
Brazil,1996,27,25.5,20.5,140
Brazil,1997,24,24,19,140
Brazil,1998,25.75,23.75,21,140
Brazil,1999,22.75,24.25,17.5,140
Brazil,2000,15.25,20.25,14,140
Brazil,2001,16.5,23.5,12,140
Brazil,2002,13,23.5,8.5,140
Brunei,1985,32.5,24,27.5,835
Brunei,1986,37,28.5,27.5,835
Brunei,1987,37,28.5,27.5,835
Brunei,1988,34.5,26,27.5,835
Brunei,1989,35.5,27,27.5,835
Brunei,1990,34,28.5,24.5,835
Brunei,1991,34,28.5,24.5,835
Brunei,1992,30.75,23.75,26,835
Brunei,1993,35.5,27,27.5,835
Brunei,1994,32.5,27,24.5,835
Brunei,1995,34,25.5,27.5,835
Brunei,1996,34.5,27.5,26,835
Brunei,1997,32.5,27,24.5,835
Brunei,1998,34,27,26,835
Brunei,1999,26,23.5,21.5,835
Brunei,2000,32.5,27,24.5,835
Brunei,2001,29,23.5,24.5,835
Brunei,2002,32,25,26,835
Bulgaria,1985,19,15,23,355
Bulgaria,1986,19,15,23,355
Bulgaria,1987,26.5,22.5,23,355
Bulgaria,1988,32,25,26,355
Bulgaria,1989,26.5,25,20.5,355
Bulgaria,1990,31,25.5,24.5,355
Bulgaria,1991,31,27,23,355
Bulgaria,1992,29.5,25.5,23,355
Bulgaria,1993,29.25,25.25,23,355
Bulgaria,1994,26,24,21,355
Bulgaria,1995,27.5,24,22.5,355
Bulgaria,1996,24.25,23.75,19.5,355
Bulgaria,1997,27.5,25.5,21,355
Bulgaria,1998,25.75,23.25,21.5,355
Bulgaria,1999,24.75,22.25,21.5,355
Bulgaria,2000,24.5,25.5,18,355
Bulgaria,2001,26,27,18,355
Bulgaria,2002,26,27,18,355
Burkina Faso,1985,26.5,28.5,17,439
Burkina Faso,1986,34,28.5,24.5,439
Burkina Faso,1987,34,28.5,24.5,439
Burkina Faso,1988,32,28.5,22.5,439
Burkina Faso,1989,32.5,28.5,23,439
Burkina Faso,1990,29,27,21,439
Burkina Faso,1991,33.5,28.5,24,439
Burkina Faso,1992,35.5,28.5,26,439
Burkina Faso,1993,33.5,26.5,26,439
Burkina Faso,1994,34,28.5,24.5,439
Burkina Faso,1995,35,26.5,27.5,439
Burkina Faso,1996,37,28.5,27.5,439
Burkina Faso,1997,34,28.5,24.5,439
Burkina Faso,1998,32,25,26,439
Burkina Faso,1999,29,27,21,439
Burkina Faso,2000,23.5,27,15.5,439
Burkina Faso,2001,26.5,25,20.5,439
Burkina Faso,2002,32,25,26,439
Burundi,1985,32.5,25.5,26,516
Burundi,1986,34,25.5,27.5,516
Burundi,1987,34,25.5,27.5,516
Burundi,1988,31,24,26,516
Burundi,1989,29.5,22.5,26,516
Burundi,1990,28,21,26,516
Burundi,1991,31,24,26,516
Burundi,1992,34,28.5,24.5,516
Burundi,1993,35.5,28.5,26,516
Burundi,1994,30.5,25,24.5,516
Burundi,1995,32.5,27,24.5,516
Burundi,1996,32.5,27,24.5,516
Burundi,1997,32.5,28.5,23,516
Burundi,1998,31.5,26.5,24,516
Burundi,1999,29.5,27,21.5,516
Burundi,2000,23.75,21.75,21,516
Burundi,2001,21,20.5,19.5,516
Burundi,2002,20,22,17,516
Cambodia,1985,24,17,26,811
Cambodia,1986,32,25,26,811
Cambodia,1987,32,25,26,811
Cambodia,1988,31,27,23,811
Cambodia,1989,23.5,15,27.5,811
Cambodia,1990,22,15,26,811
Cambodia,1991,15,6.5,27.5,811
Cambodia,1992,30.5,23.5,26,811
Cambodia,1993,31,25.5,24.5,811
Cambodia,1994,34,27,26,811
Cambodia,1995,34,25.5,27.5,811
Cambodia,1996,25.25,20.25,24,811
Cambodia,1997,16.25,18.25,17,811
Cambodia,1998,19.5,20,18.5,811
Cambodia,1999,26,23.5,21.5,811
Cambodia,2000,20.25,24.75,14.5,811
Cambodia,2001,25.5,25,19.5,811
Cambodia,2002,23.5,26.5,16,811
Cameroon,1985,25.5,20.5,24,471
Cameroon,1986,29.5,22.5,26,471
Cameroon,1987,29,22,26,471
Cameroon,1988,29.5,22.5,26,471
Cameroon,1989,20,16,23,471
Cameroon,1990,25.5,20,24.5,471
Cameroon,1991,23.5,16.5,26,471
Cameroon,1992,29,22,26,471
Cameroon,1993,22.5,21,20.5,471
Cameroon,1994,15.25,15.75,18.5,471
Cameroon,1995,19.5,19.5,19,471
Cameroon,1996,18,19,18,471
Cameroon,1997,23,19,23,471
Cameroon,1998,24,20.5,22.5,471
Cameroon,1999,21,19,21,471
Cameroon,2000,17,21,15,471
Cameroon,2001,17.5,19.5,17,471
Cameroon,2002,18,19,18,471
Canada,1985,27.75,25.25,21.5,20
Canada,1986,25.75,23.75,21,20
Canada,1987,27.25,23.75,22.5,20
Canada,1988,31,25.5,24.5,20
Canada,1989,32.5,27,24.5,20
Canada,1990,35.5,28.5,26,20
Canada,1991,27.25,23.25,23,20
Canada,1992,32.25,26.75,24.5,20
Canada,1993,30.5,25,24.5,20
Canada,1994,28.75,23.25,24.5,20
Canada,1995,29.5,27,21.5,20
Canada,1996,29,23.5,24.5,20
Canada,1997,29,25,23,20
Canada,1998,27,25,21,20
Canada,1999,28.75,23.25,24.5,20
Canada,2000,28.75,23.25,24.5,20
Canada,2001,25.75,23.25,21.5,20
Canada,2002,25.75,23.25,21.5,20
Cape Verde,1985,35.5,28.5,26,402
Cape Verde,1986,37,28.5,27.5,402
Cape Verde,1987,35.5,28.5,26,402
Cape Verde,1988,33,27.5,24.5,402
Cape Verde,1989,32.5,28.5,23,402
Cape Verde,1990,35.5,28.5,26,402
Cape Verde,1991,35,28.5,25.5,402
Cape Verde,1992,35,28.5,25.5,402
Cape Verde,1993,30.5,27,22.5,402
Cape Verde,1994,32.5,28.5,23,402
Cape Verde,1995,33.5,28.5,24,402
Cape Verde,1996,30.5,28.5,21,402
Cape Verde,1997,32.5,28.5,23,402
Cape Verde,1998,30,28.5,20.5,402
Cape Verde,1999,32.5,28.5,23,402
Cape Verde,2000,32.5,28.5,23,402
Cape Verde,2001,34,28.5,24.5,402
Cape Verde,2002,32.5,28.5,23,402
Central African Republic,1985,18.5,18.5,19,482
Central African Republic,1986,15.5,8.5,26,482
Central African Republic,1987,10,8.5,20.5,482
Central African Republic,1988,17,14.5,21.5,482
Central African Republic,1989,28.5,23,24.5,482
Central African Republic,1990,25.5,22.5,22,482
Central African Republic,1991,21.5,24,16.5,482
Central African Republic,1992,18.5,23.5,14,482
Central African Republic,1993,24.5,24,19.5,482
Central African Republic,1994,29,25.5,22.5,482
Central African Republic,1995,24.5,22.5,21,482
Central African Republic,1996,18.5,21,16.5,482
Central African Republic,1997,24.5,22.5,21,482
Central African Republic,1998,19,24,14,482
Central African Republic,1999,24,24,19,482
Central African Republic,2000,20.5,24,15.5,482
Central African Republic,2001,24,25.5,17.5,482
Central African Republic,2002,26.5,22.5,23,482
Chad,1985,32,23.5,27.5,483
Chad,1986,30,23,26,483
Chad,1987,32,25,26,483
Chad,1988,26.5,21,24.5,483
Chad,1989,22.5,18.5,23,483
Chad,1990,29,24,24,483
Chad,1991,27.5,22.5,24,483
Chad,1992,23,27,15,483
Chad,1993,6,11.5,13.5,483
Chad,1994,23,22.5,19.5,483
Chad,1995,22.5,22,19.5,483
Chad,1996,17,19,17,483
Chad,1997,27.5,22,24.5,483
Chad,1998,29.5,25.5,23,483
Chad,1999,35.5,28.5,26,483
Chad,2000,30.5,27,22.5,483
Chad,2001,21,25.5,14.5,483
Chad,2002,26.5,25.5,20,483
Chile,1985,10.25,19.25,10,155
Chile,1986,17,24.5,11.5,155
Chile,1987,12.25,21.25,10,155
Chile,1988,17,24,12,155
Chile,1989,22.5,24.5,17,155
Chile,1990,32.5,28.5,23,155
Chile,1991,27.25,23.25,23,155
Chile,1992,25.75,24.75,20,155
Chile,1993,28.75,24.75,23,155
Chile,1994,30.5,23.5,26,155
Chile,1995,32.25,26.75,24.5,155
Chile,1996,33.25,26.75,25.5,155
Chile,1997,24.25,20.25,23,155
Chile,1998,24.25,22.25,21,155
Chile,1999,26.25,20.75,24.5,155
Chile,2000,20.25,20.25,19,155
Chile,2001,19.75,21.75,17,155
Chile,2002,25.5,23.5,21,155
China,1985,22.5,17,24.5,710
China,1986,19,15,23,710
China,1987,19,15,23,710
China,1988,21,17,23,710
China,1989,14,15,18,710
China,1990,14.5,10.5,23,710
China,1991,15.5,14,20.5,710
China,1992,13.5,13.5,19,710
China,1993,17.75,19.25,17.5,710
China,1994,20.25,18.75,20.5,710
China,1995,9.5,9,19.5,710
China,1996,19.5,17.5,21,710
China,1997,19.5,24,14.5,710
China,1998,20,19.5,19.5,710
China,1999,17.5,19,17.5,710
China,2000,15.5,20.5,14,710
China,2001,20.5,23.5,16,710
China,2002,21.5,23.5,17,710
Colombia,1985,27,27,19,100
Colombia,1986,22,28.5,12.5,100
Colombia,1987,26,28.5,16.5,100
Colombia,1988,16.5,24,11.5,100
Colombia,1989,14.75,22.25,11.5,100
Colombia,1990,12.5,19.5,12,100
Colombia,1991,13.25,20.75,11.5,100
Colombia,1992,13.25,22.25,10,100
Colombia,1993,17.5,22.5,14,100
Colombia,1994,16.25,23.75,11.5,100
Colombia,1995,12.25,20.75,10.5,100
Colombia,1996,13.25,17.25,15,100
Colombia,1997,14.75,17.25,16.5,100
Colombia,1998,8.75,17.25,10.5,100
Colombia,1999,13.25,20.75,11.5,100
Colombia,2000,7.25,15.75,10.5,100
Colombia,2001,11.25,18.25,12,100
Colombia,2002,13.25,20.25,12,100
Comoros,1985,34,28.5,24.5,581
Comoros,1986,35.5,28.5,26,581
Comoros,1987,37,28.5,27.5,581
Comoros,1988,37,28.5,27.5,581
Comoros,1989,34,28.5,24.5,581
Comoros,1990,35.5,28.5,26,581
Comoros,1991,34,28.5,24.5,581
Comoros,1992,33.75,26.75,26,581
Comoros,1993,35.5,28.5,26,581
Comoros,1994,35.5,28.5,26,581
Comoros,1995,35.5,28.5,26,581
Comoros,1996,32.5,28.5,23,581
Comoros,1997,30,28.5,20.5,581
Comoros,1998,27,28.5,17.5,581
Comoros,1999,32.5,28.5,23,581
Comoros,2000,31,28.5,21.5,581
Comoros,2001,35.5,28.5,26,581
Comoros,2002,32.5,28.5,23,581
"Congo, Dem. Rep.",1985,29,24,24,490
"Congo, Dem. Rep.",1986,31,24,26,490
"Congo, Dem. Rep.",1987,31,24,26,490
"Congo, Dem. Rep.",1988,31,24,26,490
"Congo, Dem. Rep.",1989,24.75,22.25,21.5,490
