country,year,LaborRightsPos,LawPos,PracticePos,ccode
Trinidad and Tobago,1986,37,28.5,27.5,52
Trinidad and Tobago,1987,37,28.5,27.5,52
Trinidad and Tobago,1988,34,27,26,52
Trinidad and Tobago,1989,29.5,25.5,23,52
Trinidad and Tobago,1990,32.5,25.5,26,52
Trinidad and Tobago,1991,31,25.5,24.5,52
Trinidad and Tobago,1992,31,27,23,52
Trinidad and Tobago,1993,32.5,28.5,23,52
Trinidad and Tobago,1994,30.5,25,24.5,52
Trinidad and Tobago,1995,32.5,27,24.5,52
Trinidad and Tobago,1996,31,25.5,24.5,52
Trinidad and Tobago,1997,32.5,25.5,26,52
Trinidad and Tobago,1998,32.5,27,24.5,52
Trinidad and Tobago,1999,29,25.5,22.5,52
Trinidad and Tobago,2000,29.5,25.5,23,52
Trinidad and Tobago,2001,31,25.5,24.5,52
Trinidad and Tobago,2002,31,27,23,52
Tunisia,1985,20.5,27,12.5,616
Tunisia,1986,24.5,26.5,17,616
Tunisia,1987,30.5,27,22.5,616
Tunisia,1988,34,28.5,24.5,616
Tunisia,1989,32,27,24,616
Tunisia,1990,28.5,27,20.5,616
Tunisia,1991,28,25.5,21.5,616
Tunisia,1992,25.5,27,17.5,616
Tunisia,1993,27,27,19,616
Tunisia,1994,27.5,25.5,21,616
Tunisia,1995,28.5,27,20.5,616
Tunisia,1996,27.5,24,22.5,616
Tunisia,1997,24,25.5,17.5,616
Tunisia,1998,31,25.5,24.5,616
Tunisia,1999,22.5,24,17.5,616
Tunisia,2000,21.5,21,19.5,616
Tunisia,2001,26.5,25.5,20,616
Tunisia,2002,29.5,24,24.5,616
Turkey,1985,3.25,5.25,17,640
Turkey,1986,13.5,19.5,13,640
Turkey,1987,9.25,14.75,13.5,640
Turkey,1988,7.5,13,13.5,640
Turkey,1989,6.75,14.25,11.5,640
Turkey,1990,17.75,14.25,22.5,640
Turkey,1991,12.25,15.75,15.5,640
Turkey,1992,14.5,14.5,19,640
Turkey,1993,19.25,15.25,23,640
Turkey,1994,9.75,12.75,16,640
Turkey,1995,10.25,17.25,12,640
Turkey,1996,9.25,16.25,12,640
Turkey,1997,12.25,12.25,19,640
Turkey,1998,9.75,15.25,13.5,640
Turkey,1999,11.25,14.25,16,640
Turkey,2000,7.25,14.25,12,640
Turkey,2001,10.25,17.25,12,640
Turkey,2002,6.25,12.75,12.5,640
Turkmenistan,1985,15.5,14,20.5,701
Turkmenistan,1986,20.5,15,24.5,701
Turkmenistan,1987,16.5,15,20.5,701
Turkmenistan,1988,21,17,23,701
Turkmenistan,1989,29.5,24,24.5,701
Turkmenistan,1990,31,27,23,701
Turkmenistan,1991,23.5,23.5,19,701
Turkmenistan,1992,31,27,23,701
Turkmenistan,1993,32.5,27,24.5,701
Turkmenistan,1994,34,28.5,24.5,701
Turkmenistan,1995,32.5,27,24.5,701
Turkmenistan,1996,22.5,18.5,23,701
Turkmenistan,1997,29.5,27,21.5,701
Turkmenistan,1998,29.5,25.5,23,701
Turkmenistan,1999,31,27,23,701
Turkmenistan,2000,30,27.5,21.5,701
Turkmenistan,2001,28.5,26,21.5,701
Turkmenistan,2002,31,28.5,21.5,701
Tuvalu,1985,,,,947
Tuvalu,1986,,,,947
Tuvalu,1987,,,,947
Tuvalu,1988,,,,947
Tuvalu,1989,,,,947
Tuvalu,1990,,,,947
Tuvalu,1991,37,28.5,27.5,947
Tuvalu,1992,35,26.5,27.5,947
Tuvalu,1993,37,28.5,27.5,947
Tuvalu,1994,35.5,28.5,26,947
Tuvalu,1995,37,28.5,27.5,947
Tuvalu,1996,33.5,26.5,26,947
Tuvalu,1997,35.5,28.5,26,947
Tuvalu,1998,34,28.5,24.5,947
Tuvalu,1999,35.5,28.5,26,947
Tuvalu,2000,37,28.5,27.5,947
Tuvalu,2001,,,,947
Tuvalu,2002,35.5,28.5,26,947
Uganda,1985,35.5,28.5,26,500
Uganda,1986,35.5,27,27.5,500
Uganda,1987,35.5,28.5,26,500
Uganda,1988,32.5,24,27.5,500
Uganda,1989,27.75,23.25,23.5,500
Uganda,1990,33.5,26.5,26,500
Uganda,1991,32,23.5,27.5,500
Uganda,1992,33.5,26.5,26,500
Uganda,1993,32,25,26,500
Uganda,1994,32,26.5,24.5,500
Uganda,1995,28,26.5,20.5,500
Uganda,1996,22,23.5,17.5,500
Uganda,1997,29,23.5,24.5,500
Uganda,1998,20.5,22,17.5,500
Uganda,1999,10.5,12,17.5,500
Uganda,2000,24.5,22,21.5,500
Uganda,2001,21,23.5,16.5,500
Uganda,2002,20.5,22,17.5,500
Ukraine,1985,15.5,14,20.5,369
Ukraine,1986,20.5,15,24.5,369
Ukraine,1987,16.5,15,20.5,369
Ukraine,1988,21,17,23,369
Ukraine,1989,29.5,24,24.5,369
Ukraine,1990,31,27,23,369
Ukraine,1991,23.5,23.5,19,369
Ukraine,1992,31,28.5,21.5,369
Ukraine,1993,26,27,18,369
Ukraine,1994,31,25.5,24.5,369
Ukraine,1995,34,27,26,369
Ukraine,1996,25,27,17,369
Ukraine,1997,31,27,23,369
Ukraine,1998,27,27,19,369
Ukraine,1999,24,23.5,19.5,369
Ukraine,2000,26,25.5,19.5,369
Ukraine,2001,21,22.5,17.5,369
Ukraine,2002,24.5,25.5,18,369
United Arab Emirates,1985,32.5,28.5,23,696
United Arab Emirates,1986,15,6.5,27.5,696
United Arab Emirates,1987,13,4.5,27.5,696
United Arab Emirates,1988,22.5,18.5,23,696
United Arab Emirates,1989,24,18.5,24.5,696
United Arab Emirates,1990,19.5,15.5,23,696
United Arab Emirates,1991,15,6.5,27.5,696
United Arab Emirates,1992,20.5,16.5,23,696
United Arab Emirates,1993,21.5,14.5,26,696
United Arab Emirates,1994,15,6.5,27.5,696
United Arab Emirates,1995,11,2.5,27.5,696
United Arab Emirates,1996,11.75,3.25,27.5,696
United Arab Emirates,1997,10.5,6.5,23,696
United Arab Emirates,1998,20.75,16.75,23,696
United Arab Emirates,1999,13.5,6.5,26,696
United Arab Emirates,2000,20,14.5,24.5,696
United Arab Emirates,2001,15,6.5,27.5,696
United Arab Emirates,2002,7.25,3.25,23,696
United Kingdom,1985,28.5,25,22.5,200
United Kingdom,1986,28.75,23.25,24.5,200
United Kingdom,1987,30,25,24,200
United Kingdom,1988,27.5,25,21.5,200
United Kingdom,1989,25.75,24.75,20,200
United Kingdom,1990,32,25,26,200
United Kingdom,1991,24.25,24.75,18.5,200
United Kingdom,1992,27.5,26.5,20,200
United Kingdom,1993,29,26.5,21.5,200
United Kingdom,1994,22.5,21.5,20,200
United Kingdom,1995,31,27,23,200
United Kingdom,1996,25.5,24.5,20,200
United Kingdom,1997,26,26.5,18.5,200
United Kingdom,1998,31,28.5,21.5,200
United Kingdom,1999,29.5,27,21.5,200
United Kingdom,2000,32,28.5,22.5,200
United Kingdom,2001,29.5,27,21.5,200
United Kingdom,2002,30.5,26.5,23,200
United States,1985,35.25,26.75,27.5,2
United States,1986,37,28.5,27.5,2
United States,1987,34,28.5,24.5,2
United States,1988,30.75,26.75,23,2
United States,1989,29,27,21,2
United States,1990,37,28.5,27.5,2
United States,1991,32.25,26.75,24.5,2
United States,1992,25.75,25.25,19.5,2
United States,1993,32.5,28.5,23,2
United States,1994,27,26.5,19.5,2
United States,1995,31,28.5,21.5,2
United States,1996,28.5,25,22.5,2
United States,1997,23.75,24.75,18,2
United States,1998,25.75,26.75,18,2
United States,1999,28.5,26.5,21,2
United States,2000,28.5,26.5,21,2
United States,2001,27.75,26.75,20,2
United States,2002,25.75,23.25,21.5,2
Uruguay,1985,35,28.5,25.5,165
Uruguay,1986,37,28.5,27.5,165
Uruguay,1987,37,28.5,27.5,165
Uruguay,1988,26.5,27,18.5,165
Uruguay,1989,31,25.5,24.5,165
Uruguay,1990,30.75,25.25,24.5,165
Uruguay,1991,32.25,23.75,27.5,165
Uruguay,1992,32.5,27,24.5,165
Uruguay,1993,37,28.5,27.5,165
Uruguay,1994,34,28.5,24.5,165
Uruguay,1995,35.5,28.5,26,165
Uruguay,1996,32.5,28.5,23,165
Uruguay,1997,34,28.5,24.5,165
Uruguay,1998,33.5,25,27.5,165
Uruguay,1999,23.5,24.5,18,165
Uruguay,2000,34,28.5,24.5,165
Uruguay,2001,29.5,28.5,20,165
Uruguay,2002,29.5,28.5,20,165
Uzbekistan,1985,15.5,14,20.5,704
Uzbekistan,1986,20.5,15,24.5,704
Uzbekistan,1987,16.5,15,20.5,704
Uzbekistan,1988,21,17,23,704
Uzbekistan,1989,29.5,24,24.5,704
Uzbekistan,1990,31,27,23,704
Uzbekistan,1991,23.5,23.5,19,704
Uzbekistan,1992,34,28.5,24.5,704
Uzbekistan,1993,32.5,27,24.5,704
Uzbekistan,1994,34,27,26,704
Uzbekistan,1995,32.5,27,24.5,704
Uzbekistan,1996,32.5,27,24.5,704
Uzbekistan,1997,34,27,26,704
Uzbekistan,1998,26.5,25.5,20,704
Uzbekistan,1999,32.5,28.5,23,704
Uzbekistan,2000,34,28.5,24.5,704
Uzbekistan,2001,34,28.5,24.5,704
Uzbekistan,2002,34,28.5,24.5,704
Vanuatu,1985,37,28.5,27.5,935
Vanuatu,1986,37,28.5,27.5,935
Vanuatu,1987,37,28.5,27.5,935
Vanuatu,1988,37,28.5,27.5,935
Vanuatu,1989,36,27.5,27.5,935
Vanuatu,1990,37,28.5,27.5,935
Vanuatu,1991,36,27.5,27.5,935
Vanuatu,1992,36,27.5,27.5,935
Vanuatu,1993,32.5,27.5,24,935
Vanuatu,1994,24,27.5,15.5,935
Vanuatu,1995,36,27.5,27.5,935
Vanuatu,1996,34.5,27.5,26,935
Vanuatu,1997,33,26,26,935
Vanuatu,1998,37,28.5,27.5,935
Vanuatu,1999,34.5,27.5,26,935
Vanuatu,2000,36,27.5,27.5,935
Vanuatu,2001,36,27.5,27.5,935
Vanuatu,2002,34.5,27.5,26,935
"Venezuela, RB",1985,37,28.5,27.5,101
"Venezuela, RB",1986,37,28.5,27.5,101
"Venezuela, RB",1987,33,28.5,23.5,101
"Venezuela, RB",1988,32,28.5,22.5,101
"Venezuela, RB",1989,35.5,27,27.5,101
"Venezuela, RB",1990,30.25,23.25,26,101
"Venezuela, RB",1991,29.5,25.5,23,101
"Venezuela, RB",1992,32,27,24,101
"Venezuela, RB",1993,31.5,27,23.5,101
"Venezuela, RB",1994,27.75,23.75,23,101
"Venezuela, RB",1995,30.5,25.5,24,101
"Venezuela, RB",1996,27.25,22.25,24,101
"Venezuela, RB",1997,31,25.5,24.5,101
"Venezuela, RB",1998,29.5,24,24.5,101
"Venezuela, RB",1999,31,27,23,101
"Venezuela, RB",2000,19.25,22.25,16,101
"Venezuela, RB",2001,17,24,12,101
"Venezuela, RB",2002,20.5,22,17.5,101
Vietnam,1985,20,15,24,816
Vietnam,1986,20.5,15,24.5,816
Vietnam,1987,20.5,15,24.5,816
Vietnam,1988,19,15,23,816
Vietnam,1989,22,15,26,816
Vietnam,1990,23.5,15,27.5,816
Vietnam,1991,23.5,15,27.5,816
Vietnam,1992,19,13.5,24.5,816
Vietnam,1993,12,5,26,816
Vietnam,1994,25,19.5,24.5,816
Vietnam,1995,26.5,22.5,23,816
Vietnam,1996,25,19.5,24.5,816
Vietnam,1997,25,18,26,816
Vietnam,1998,21.5,18,22.5,816
Vietnam,1999,26.5,21,24.5,816
Vietnam,2000,25.5,21.5,23,816
Vietnam,2001,28,22.5,24.5,816
Vietnam,2002,23.5,20,22.5,816
Western Samoa,1985,37,28.5,27.5,990
Western Samoa,1986,37,28.5,27.5,990
Western Samoa,1987,37,28.5,27.5,990
Western Samoa,1988,37,28.5,27.5,990
Western Samoa,1989,37,28.5,27.5,990
Western Samoa,1990,37,28.5,27.5,990
Western Samoa,1991,37,28.5,27.5,990
Western Samoa,1992,37,28.5,27.5,990
Western Samoa,1993,37,28.5,27.5,990
Western Samoa,1994,37,28.5,27.5,990
Western Samoa,1995,37,28.5,27.5,990
Western Samoa,1996,37,28.5,27.5,990
Western Samoa,1997,37,28.5,27.5,990
Western Samoa,1998,37,28.5,27.5,990
Western Samoa,1999,34,28.5,24.5,990
Western Samoa,2000,35.5,28.5,26,990
Western Samoa,2001,37,28.5,27.5,990
Western Samoa,2002,37,28.5,27.5,990
"Yemen, Rep.",1985,22,15,26,679
"Yemen, Rep.",1986,25.5,17,27.5,679
"Yemen, Rep.",1987,23.5,15,27.5,679
"Yemen, Rep.",1988,32.5,27,24.5,679
"Yemen, Rep.",1989,24.5,22,21.5,679
"Yemen, Rep.",1990,24.5,22,21.5,679
"Yemen, Rep.",1991,17.5,19,17.5,679
"Yemen, Rep.",1992,22.5,22,19.5,679
"Yemen, Rep.",1993,21.5,17.5,23,679
"Yemen, Rep.",1994,17.5,19,17.5,679
"Yemen, Rep.",1995,17.5,15.5,21,679
"Yemen, Rep.",1996,21.75,20.25,20.5,679
"Yemen, Rep.",1997,18,16,21,679
"Yemen, Rep.",1998,21,20.5,19.5,679
"Yemen, Rep.",1999,24.5,19,24.5,679
"Yemen, Rep.",2000,26,22,23,679
"Yemen, Rep.",2001,18,17.5,19.5,679
"Yemen, Rep.",2002,19.5,17.5,21,679
"Yemen, South",1985,,,,680
"Yemen, South",1986,23.5,15,27.5,680
"Yemen, South",1987,24,17,26,680
"Yemen, South",1988,24.5,22,21.5,680
"Yemen, South",1989,,,,680
"Yemen, South",1990,,,,680
"Yemen, South",1991,17.5,19,17.5,680
"Yemen, South",1992,22.5,22,19.5,680
"Yemen, South",1993,,,,680
"Yemen, South",1994,,,,680
"Yemen, South",1995,,,,680
"Yemen, South",1996,,,,680
"Yemen, South",1997,,,,680
"Yemen, South",1998,,,,680
"Yemen, South",1999,,,,680
"Yemen, South",2000,,,,680
"Yemen, South",2001,,,,680
"Yemen, South",2002,,,,680
Zambia,1985,34,27,26,551
Zambia,1986,32.5,24,27.5,551
Zambia,1987,31,25.5,24.5,551
Zambia,1988,26,24,21,551
Zambia,1989,30.5,25.5,24,551
Zambia,1990,32.5,25.5,26,551
Zambia,1991,21,17,23,551
Zambia,1992,19,20,18,551
Zambia,1993,34,27,26,551
Zambia,1994,32.5,25.5,26,551
Zambia,1995,32.5,24,27.5,551
Zambia,1996,31,25.5,24.5,551
Zambia,1997,32.5,25.5,26,551
Zambia,1998,25.5,25.5,19,551
Zambia,1999,29,23.5,24.5,551
Zambia,2000,31,25.5,24.5,551
Zambia,2001,26.5,24,21.5,551
Zambia,2002,23,24,18,551
Zimbabwe,1985,36,27.5,27.5,552
Zimbabwe,1986,32.5,27,24.5,552
Zimbabwe,1987,28.5,28.5,19,552
Zimbabwe,1988,32.5,25.5,26,552
Zimbabwe,1989,29,25.5,22.5,552
Zimbabwe,1990,31,27,23,552
Zimbabwe,1991,28,22.5,24.5,552
Zimbabwe,1992,19,22,16,552
Zimbabwe,1993,17,18.5,17.5,552
Zimbabwe,1994,19.5,17,21.5,552
Zimbabwe,1995,19,18,20,552
Zimbabwe,1996,14.25,14.75,18.5,552
Zimbabwe,1997,13.25,18.25,14,552
Zimbabwe,1998,12.25,18.25,13,552
Zimbabwe,1999,10.25,13.25,16,552
Zimbabwe,2000,13.25,18.25,14,552
Zimbabwe,2001,8.25,18.25,9,552
Zimbabwe,2002,11.75,18.25,12.5,552
